id,caption,createur,idInterpretation_id
12593,"I like the way the colors are drawn and the scene is very realistic",t5_1,4713
12594,"I like the way the artist painted the painting",t5_2,4713
12595,"how the chair is looking&DARKGREY#BROWN#GREY#GREY#GREY pleasing",FST,4713
12596,"Painting makes me feel confused because I do not know what it is supposed to be",bart_1,4714
12597,"Dont know what to think of this painting it is just a bunch of random shapes and colors thrown together",bart_2,4714
12598,"I am not sure what is going on in this painting but it looks like a picture of a man and a woman",t5_1,4714
12599,"I am not sure what this painting is supposed to be",t5_2,4714
12600,"i'm confused about this artwork",FST,4714
12601,"Woman looks like she is in pain and the colors are dark",bart_1,4715
12602,"Do not like the dark colors and the lack of details on the faces makes it look eerie",bart_2,4715
12603,"I feel fear because of the dark colors in the background",t5_1,4715
12604,"I feel fear because of the dark colors",t5_2,4715
12605,"it's scary the way the bed is looking&LIGHTGREY#DARKGREY#GREY#DARKGREY#DARKGREY",FST,4715
12606,"Women are having a good time playing with each other",bart_1,4716
12607,"Love the colors and the way they all blend together",bart_2,4716
12608,"I like the way the colors are painted and the people look happy",t5_1,4716
12609,"I like the colors and the way they are painted",t5_2,4716
12610,"the way the woman is looking&LIGHTGREY#TAN#GREY#GREY#DARKGREY makes me happy",FST,4716
12611,"Colors are calming and the shapes look like a fun place to be",bart_1,4717
12612,"Love the colors and the detail in the drawing is amazing",bart_2,4717
12613,"I like the way the colors are drawn and the shapes are very realistic",t5_1,4717
12614,"I like the way the artist painted this",t5_2,4717
12615,"the way the elephant is looking&LIGHTGREY#GREY#GREY#DARKGREY#GREY is pleasing",FST,4717
12616,"Black and white painting looks like a scary place to be",bart_1,4718
12617,"Looks like a ghost and the colors are dark and ominous",bart_2,4718
12618,"I am not sure what is going on here but it looks like a ghost",t5_1,4718
12619,"I am afraid that the man is going to kill someone",t5_2,4718
12620,"&DARKGREY#LIGHTGREY#GREY#LIGHTGREY#GREY scary",FST,4718
12621,"Painting makes me feel confused because I do not know what the picture is trying to convey",bart_1,4719
12622,"Am disappointed by the lack of details in the drawing and the lack on the faces",bart_2,4719
12623,"I am not sure what is going on here but it looks like a very dark and boring scene",t5_1,4719
12624,"I am confused by the lack of detail in this painting",t5_2,4719
12625,"i'm not sure what's going on here",FST,4719
12626,"Colors are calming and relaxing",bart_1,4720
12627,"Love the colors and the way the flowers are painted",bart_2,4720
12628,"I like the way the colors are drawn and the fish looks very realistic",t5_1,4720
12629,"I like the colors and the way they are painted",t5_2,4720
12630,"the way the flatfish is looking&LIGHTGREY#GREY#GREY#DARKGREY#GREY makes me happy",FST,4720
12631,"Black and white painting of a bird with its wings in the air looks like it is about to fall",bart_1,4721
12632,"Looks like a ghost and I fear for the person who is going to hurt her",bart_2,4721
12633,"I am not sure what is going on here but it looks like a monster",t5_1,4721
12634,"I am afraid that the man is going to kill someone",t5_2,4721
12635,"how the turtle is painted&GREY#TAN#GREY#TAN#DARKGREY scary",FST,4721
12636,"Black and white painting of a man being killed by an evil creature",bart_1,4722
12637,"Looks like a ghost and I fear for the people in this painting",bart_2,4722
12638,"I am not sure what is going on here but it looks like a ghost",t5_1,4722
12639,"I am afraid that the man is going to kill someone",t5_2,4722
12640,"the way the chair is painted&DARKGREY#DARKGREY#GREY#TAN#DARKGREY scary",FST,4722
12641,"Woman is relaxing on the couch with her dog",bart_1,4723
12642,"Like the way the lines are drawn and the colors are calming",bart_2,4723
12643,"I like the way the colors are drawn and the shapes are very realistic",t5_1,4723
12644,"I like the simplicity of this painting and the way it is painted",t5_2,4723
12645,"&GREY#LIGHTGREY#GREY#GREY#GREY pleasing",FST,4723
12646,"Scene is calming and the colors are soothing",bart_1,4724
12647,"Love the colors and the structure of this painting",bart_2,4724
12648,"I like the way the colors are painted",t5_1,4724
12649,"I like the colors and the way they blend together",t5_2,4724
12650,"how the skyscraper is looking&KHAKI#LIGHTGREY#BROWN#GREY#GREY makes me content",FST,4724
12651,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,4725
12652,"Do not know what I am looking at but it looks like a bunch of random shapes and colors thrown together",bart_2,4725
12653,"I am not sure what is going on here but it looks like a bunch of different shapes and colors",t5_1,4725
12654,"I am not sure what this painting is supposed to be",t5_2,4725
12655,"i don't get what the artist wanted to say here",FST,4725
12656,"Colors are calming and relaxing to look at",bart_1,4726
12657,"Love the colors and the way the trees are painted",bart_2,4726
12658,"I like the way the colors are drawn and the scene is very realistic",t5_1,4726
12659,"I like the colors and the way they blend together",t5_2,4726
12660,"how the plain is painted&LIGHTGREY#GREY#GREY#GREY#GREY makes me happy",FST,4726
12661,"Clouds look like they are glowing in the sun",bart_1,4727
12662,"Love the colors and the way the trees are painted",bart_2,4727
12663,"I like the way the colors are painted",t5_1,4727
12664,"I like the colors and the way the sky is painted",t5_2,4727
12665,"the way the skyscraper is looking&BROWN#TAN#TAN#DARKGREY#LIGHTGREY makes me content",FST,4727
12666,"Painting is boring because it is just a bunch of shapes and colors",bart_1,4728
12667,"Do not know what I am looking at but it looks like a bunch of people gathered for a picnic",bart_2,4728
12668,"I am not sure what is going on here but it looks like a painting of a horse",t5_1,4728
12669,"I am not sure what this painting is supposed to be",t5_2,4728
12670,"i don't get what the artist wanted to say here",FST,4728
12671,"Painting is very detailed and I like the contrast between the reds and blues",bart_1,4729
12672,"Love the colors and the way they all blend together",bart_2,4729
12673,"I love the way the colors are painted",t5_1,4729
12674,"I love the colors and shapes in this painting",t5_2,4729
12675,"how the plate is painted&GREY#LIGHTGREY#DARKGREY#GREY#BROWN makes me in awe",FST,4729
12676,"Colors are calming and the scene is peaceful",bart_1,4730
12677,"Love the colors and the way the horse is drawn makes it seem like they are moving",bart_2,4730
12678,"I like the way the colors are painted and the animals look very realistic",t5_1,4730
12679,"I love the colors and the way the animals are painted",t5_2,4730
12680,"how the elephant is looking&GREY#LIGHTGREY#DARKGREY#DARKGREY#TAN pleasing",FST,4730
12681,"Painting makes me feel confused because I do not know what it is supposed to be",bart_1,4731
12682,"Am curious as to what the artist was trying to convey with this painting",bart_2,4731
12683,"I am not sure what is going on here but it looks like a painting of a tree",t5_1,4731
12684,"I am not sure what this painting is supposed to be",t5_2,4731
12685,"i'm confused about this artwork",FST,4731
12686,"Colors are calming and the scene is peaceful",bart_1,4732
12687,"Love the colors and the structure of this painting",bart_2,4732
12688,"I like the way the colors are painted",t5_1,4732
12689,"I like the colors and the way they blend together",t5_2,4732
12690,"how the wardrobe is painted&DARKGREY#DARKGREY#GREY#GREY#GREY pleasing",FST,4732
12691,"Painting is boring and lacks details in the image",bart_1,4733
12692,"Am curious as to what is going on in this painting it looks like a bird's face",bart_2,4733
12693,"I am not sure what is going on here but it looks like a painting of a snake",t5_1,4733
12694,"I am not sure what this painting is supposed to be",t5_2,4733
12695,"i don't get what the artist wanted to say here",FST,4733
12696,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,4734
12697,"Do not know what I am looking at it is just weird and confusing",bart_2,4734
12698,"I am not sure what is going on here but it looks like a bunch of snakes",t5_1,4734
12699,"I am not sure what this is supposed to be",t5_2,4734
12700,"i'm confused about this artwork",FST,4734
12701,"Painting makes me feel confused because I do not know what it is supposed to be",bart_1,4735
12702,"Am curious as to what is behind the tree and what it is supposed to be",bart_2,4735
12703,"I am not sure what is going on here but it looks like a painting of a tree",t5_1,4735
12704,"I am not sure what this painting is supposed to be",t5_2,4735
12705,"i don't get what the artist wanted to say here",FST,4735
12706,"Painting is very detailed and I like the contrast between the white background and the rest of it",bart_1,4736
12707,"Am amazed by the way the artist was able to capture the human form in this painting",bart_2,4736
12708,"I love the way the colors are painted",t5_1,4736
12709,"I love the colors and shapes in this painting",t5_2,4736
12710,"i love the way the wardrobe is looking&GREY#LIGHTGREY#DARKGREY#GREY#GREY",FST,4736
12711,"Picture is boring and boring it just looks like a bunch of random shapes that do not make sense",bart_1,4737
12712,"Am curious as to what is going on in this painting it looks like a mountain and I want to know more about the story behind it",bart_2,4737
12713,"I am not sure what is going on here but it looks like a painting of a man",t5_1,4737
12714,"I am not sure what this painting is supposed to be",t5_2,4737
12715,"i'm confused about this artwork",FST,4737
12716,"Black and white painting of a man in a dark robe with a red background",bart_1,4738
12717,"Looks like a ghost and I fear for the people in this painting",bart_2,4738
12718,"I feel fear because it looks like a dark and scary scene",t5_1,4738
12719,"I am afraid that this person is going to kill someone",t5_2,4738
12720,"it's scary the way the plate is looking&DARKGREY#DARKGREY#DARKGREY#GREY#DARKGREY",FST,4738
12721,"Painting is very detailed and I like the contrast between the reds and blues",bart_1,4739
12722,"Love the use of colors and shapes in this painting",bart_2,4739
12723,"I love the way the colors are painted",t5_1,4739
12724,"I love the colors and the way the artist painted the painting",t5_2,4739
12725,"&LIGHTGREY#GREY#DARKGREY#BROWN#DARKGREY amazing",FST,4739
12726,"Black and white painting of a man with a red face looks like he is in pain",bart_1,4740
12727,"Looks like a ghost and I feel fear for the people who might be dead",bart_2,4740
12728,"I am not sure what is going on here but it looks like a ghost",t5_1,4740
12729,"I am afraid that the man is going to kill someone",t5_2,4740
12730,"it's scary the way the whale is painted&DARKGREY#DARKGREY#GREY#LIGHTGREY#DARKGREY",FST,4740
12731,"Painting is very abstract and has a lot of shapes that are interesting to look at",bart_1,4741
12732,"Love the use of colors and shapes in this painting",bart_2,4741
12733,"I love the way the colors are painted",t5_1,4741
12734,"I love the colors and shapes in this painting",t5_2,4741
12735,"the way the snake is looking&GREY#LIGHTGREY#DARKGREY#GREY#DARKGREY makes me amazed",FST,4741
12736,"Horse looks like it is about to hurt someone",bart_1,4742
12737,"Looks like a ghost and I fear for the people in this painting",bart_2,4742
12738,"I am not sure what is going on here but it looks like a ghost",t5_1,4742
12739,"I feel fear because it looks like a monster is about to attack someone",t5_2,4742
12740,"i'm scared because of the way the bear is painted&LIGHTGREY#DARKGREY#DARKGREY#GREY#BROWN",FST,4742
12741,"Horse looks like it is about to fall into the water",bart_1,4743
12742,"Am amazed by the way the artist was able to capture the movement of the horses",bart_2,4743
12743,"I love the way the colors are drawn and the animals look like they are in awe",t5_1,4743
12744,"I love the way the horse looks like it is in a battle",t5_2,4743
12745,"i'm in awe of the way the elephant is painted&GREY#LIGHTGREY#GREY#TAN#DARKGREY",FST,4743
12746,"Painting makes me feel confused because I do not know what the picture is trying to convey",bart_1,4744
12747,"Am disappointed by the lack of details in the face and body language of the man",bart_2,4744
12748,"I am not sure what is going on here but it looks like a painting of a man",t5_1,4744
12749,"I am not sure what this is supposed to be",t5_2,4744
12750,"i'm confused about this artwork",FST,4744
12751,"Black and white painting of a man in a red robe is very scary",bart_1,4745
12752,"Looks like a ghost and I fear for the people in this painting",bart_2,4745
12753,"I am not sure what is going on here but it looks like a monster",t5_1,4745
12754,"I am afraid that the man is going to kill someone",t5_2,4745
12755,"the way the butterfly is painted&GREY#LIGHTGREY#DARKGREY#DARKGREY#DARKGREY is scary",FST,4745
12756,"Woman looks like she is in pain and the man on the left seems to be trying to help her",bart_1,4746
12757,"Looks like the man in the middle is scared of what is behind him",bart_2,4746
12758,"I am not sure what is going on here but it makes me feel fearful",t5_1,4746
12759,"I am afraid that the people are going to kill someone",t5_2,4746
12760,"how the wardrobe is painted&DARKGREY#LIGHTGREY#GREY#GREY#GREY is scary",FST,4746
12761,"Man looks like he is being attacked by a demon",bart_1,4747
12762,"Looks like a ghost and I fear for the people in this painting",bart_2,4747
12763,"I am not sure what is going on here but it looks like a monster in the background",t5_1,4747
12764,"I feel fear because the horse looks like it is about to crash",t5_2,4747
12765,"how the elephant is looking&DARKGREY#LIGHTGREY#GREY#GREY#DARKGREY creepy",FST,4747
12766,"Woman is relaxing on the couch with her dog",bart_1,4748
12767,"Like the colors and the way they are painted",bart_2,4748
12768,"I like the way the colors are painted",t5_1,4748
12769,"I like the colors and the way they blend together",t5_2,4748
12770,"the way the television is looking&LIGHTGREY#BROWN#GREY#TAN#DARKGREY makes me happy",FST,4748
12771,"Man looks like he is in pain and the woman looks scared of him",bart_1,4749
12772,"Looks like a ghost and I feel fear for the person who is being tortured",bart_2,4749
12773,"I am not sure what is going on here but it looks like a storm is about to happen",t5_1,4749
12774,"I feel fear because it looks like a storm is coming",t5_2,4749
12775,"&WHITE#DARKGREY#GREY#NAVY#LIGHTGREY scary",FST,4749
12776,"Scene is peaceful and the colors are calming",bart_1,4750
12777,"Love the colors and the animals in the background",bart_2,4750
12778,"I like the way the horses are drawn",t5_1,4750
12779,"I like the way the horse is standing on the ground",t5_2,4750
12780,"the way the camel is looking&BEIGE#TAN#GREY#DARKGREY#GREY pleasing",FST,4750
12781,"Scene is peaceful and relaxing the colors are calming",bart_1,4751
12782,"Love the way the trees are painted it is very peaceful",bart_2,4751
12783,"I like the way the colors are painted",t5_1,4751
12784,"I like the colors and the way the trees are painted",t5_2,4751
12785,"it's nice the way the oak tree is painted&LIGHTGREY#GREY#GREY#LIGHTGREY#DARKGREY",FST,4751
12786,"Horses are galloping through the field in a peaceful scene",bart_1,4752
12787,"Love the colors and the animals in this painting",bart_2,4752
12788,"I like the way the colors are painted and the animals look very realistic",t5_1,4752
12789,"I like the way the horse is standing on the ground",t5_2,4752
12790,"it's nice how the elephant is painted&LIGHTGREY#GREY#GREY#DARKGREY#DARKGREY",FST,4752
12791,"Angelic scene with angels flying through the clouds",bart_1,4753
12792,"Love the colors and the way they all blend together",bart_2,4753
12793,"I love the way the colors are painted",t5_1,4753
12794,"I love the colors and the way they are painted",t5_2,4753
12795,"how the plate is painted&WHITE#LIGHTGREY#GREY#TAN#DARKGREY is amazing",FST,4753
12796,"Painting is boring because it is just a bunch of random shapes that do not make me feel much",bart_1,4754
12797,"Am curious as to what is going on in this painting and what it means",bart_2,4754
12798,"I am not sure what is going on here but it looks like a painting of a snake",t5_1,4754
12799,"I am not sure what this is supposed to be",t5_2,4754
12800,"i'm confused about this artwork",FST,4754
12801,"Painting is very detailed and I like the contrast between the black and white",bart_1,4755
12802,"Love the use of colors and shapes in this painting",bart_2,4755
12803,"I love the way the colors are drawn and the shapes are so realistic",t5_1,4755
12804,"I love the colors and shapes in this painting",t5_2,4755
12805,"the way the snake is looking&GREY#DARKGREY#TAN#TAN#GREY is amazing",FST,4755
12806,"Black and white painting of a man with an evil expression on his face is scary",bart_1,4756
12807,"Looks like a ghost and I fear for the people in this painting",bart_2,4756
12808,"I am not sure what is going on here but it looks like a monster",t5_1,4756
12809,"I am afraid that the man is going to kill someone",t5_2,4756
12810,"i'm scared because of how the butterfly is painted&DARKGREY#LIGHTGREY#DARKGREY#GREY#DARKGREY",FST,4756
12811,"Woman is taking a nap on the couch in the sun",bart_1,4757
12812,"Love the colors and the way the horse is drawn makes it seem like they are very peaceful",bart_2,4757
12813,"I like the way the colors are drawn and the man looks very happy",t5_1,4757
12814,"I like the way the man is holding the horse",t5_2,4757
12815,"the way the mouse is painted&VIOLET#LIGHTGREY#GREY#DARKGREY#TAN makes me content",FST,4757
12816,"Painting makes me feel confused because I do not know what the picture is trying to convey",bart_1,4758
12817,"Dont know what to think of this it is just a bunch of lines and nothing else",bart_2,4758
12818,"I am not sure what is going on here but it looks like a painting of a horse",t5_1,4758
12819,"I am not sure what this is supposed to be",t5_2,4758
12820,"i don't get what the artist wanted to say here",FST,4758
12821,"Mountains in the background look like they are glowing with sunlight",bart_1,4759
12822,"Am amazed by the beauty of nature and how beautiful it is",bart_2,4759
12823,"I love the way the colors are painted",t5_1,4759
12824,"I love the way the colors are blended together",t5_2,4759
12825,"i'm in awe of how the mountain is looking&DARKGREY#DARKGREY#DARKGREY#GREY#DARKGREY",FST,4759
12826,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,4760
12827,"Am curious as to what is behind this tree and what it means",bart_2,4760
12828,"I am not sure what is going on here but it makes me feel confused",t5_1,4760
12829,"I am not sure what this painting is supposed to be",t5_2,4760
12830,"i don't get what the artist wanted to say here",FST,4760
12831,"Man looks like he is playing with the woman in the middle of the night",bart_1,4761
12832,"Amuses me because I do not know what is going on here but it looks like a child's drawing",bart_2,4761
12833,"I am amused by the way the man looks like he is trying to figure out what he is doing",t5_1,4761
12834,"I am amused by the way the man looks like he is trying to get out of the crowd",t5_2,4761
12835,"how the elephant is painted&LIGHTGREY#GREY#DARKGREY#GREY#DARKGREY funny",FST,4761
12836,"Colors are calming and the scene is peaceful",bart_1,4762
12837,"Love the colors and the way they are painted",bart_2,4762
12838,"I like the way the colors are painted and the shapes are very realistic",t5_1,4762
12839,"I like the colors and the way the artist is working",t5_2,4762
12840,"it's nice the way the willow tree is looking&TAN#BROWN#BROWN#TAN#DARKGREY",FST,4762
12841,"Colors are calming and the scene is peaceful",bart_1,4763
12842,"Love the colors and the animals in this painting",bart_2,4763
12843,"I like the way the colors are painted and the animals look very realistic",t5_1,4763
12844,"I like the way the horse is standing on the ground",t5_2,4763
12845,"how the kangaroo is looking&BROWN#LIGHTGREY#DARKGREY#DARKGREY#GREY pleasing",FST,4763
12846,"Women are having a good time playing with each other",bart_1,4764
12847,"Love the way the woman is looking at the mirror",bart_2,4764
12848,"I like the way the woman is holding her hand and she looks very happy",t5_1,4764
12849,"I like the way the woman is sitting in the chair",t5_2,4764
12850,"how the wardrobe is looking&DARKGREY#DARKGREY#GREY#DARKGREY#GREY pleasing",FST,4764
12851,"Scene is peaceful and the colors are calming",bart_1,4765
12852,"Love the colors and the way they all blend together",bart_2,4765
12853,"I like the way the colors are painted and the scene is very interesting",t5_1,4765
12854,"I like the colors and the way the people are dressed",t5_2,4765
12855,"how the willow tree is painted&TAN#GREY#TAN#DARKGREY#GREY makes me happy",FST,4765
12856,"Clouds look like they are glowing in the sun",bart_1,4766
12857,"Love the way the mountains are painted it is very peaceful",bart_2,4766
12858,"I like the way the clouds are painted",t5_1,4766
12859,"I like the contrast of the clouds in the sky",t5_2,4766
12860,"it's pleasing to look at the way the cloud is looking&LIGHTGREY#LIGHTGREY#GREY#GREY#TAN",FST,4766
12861,"Colors are calming and relaxing",bart_1,4767
12862,"Love the colors and the way they all blend together",bart_2,4767
12863,"I like the way the colors are painted and the scene is very bright",t5_1,4767
12864,"I like the colors and the way the artist is working",t5_2,4767
12865,"the way the snake is painted&IVORY#DARKGREY#DARKGREY#BROWN#TAN pleasing",FST,4767
12866,"Black and white painting looks like a scary place to be",bart_1,4768
12867,"Looks like a ghost and I fear for the people in this painting",bart_2,4768
12868,"I feel fear because it looks like a monster lurking in the background",t5_1,4768
12869,"I feel fear because it looks like a storm is coming",t5_2,4768
12870,"the way the plate is painted&DARKGREY#DARKGREY#GREY#DARKGREY#DARKGREY is scary",FST,4768
12871,"Colors are calming and the scene is peaceful",bart_1,4769
12872,"Like the way the trees are drawn and the colors are muted",bart_2,4769
12873,"I like the way the colors are drawn and the light is bright",t5_1,4769
12874,"I feel content looking at this painting because it looks like a peaceful place to be",t5_2,4769
12875,"the way the tank is looking&LIGHTGREY#LIGHTGREY#DARKGREY#GREY#GREY is pleasing",FST,4769
12876,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,4770
12877,"Am disappointed by the lack of details in the painting and the lack to detail on the water",bart_2,4770
12878,"I am not sure what is going on here but it makes me feel confused",t5_1,4770
12879,"I am not sure what this painting is supposed to be",t5_2,4770
12880,"i don't get what the artist wanted to say here",FST,4770
12881,"Black and white painting looks like a scary place to be",bart_1,4771
12882,"Looks like a ghost and I am scared of what is behind it",bart_2,4771
12883,"I am not sure what is going on here but it looks like a ghost",t5_1,4771
12884,"I am afraid that the butterfly is going to attack me",t5_2,4771
12885,"the way the butterfly is looking&GREY#GREY#DARKGREY#LIGHTGREY#GREY is scary",FST,4771
12886,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,4772
12887,"Am curious as to what is behind the box and what it is supposed to be",bart_2,4772
12888,"I am not sure what is going on here but it looks like a painting of a table",t5_1,4772
12889,"I am not sure what this painting is supposed to be",t5_2,4772
12890,"i'm not sure what's going on here",FST,4772
12891,"Man looks like he is being tortured by a demon",bart_1,4773
12892,"Looks like a ghost and I fear for the people in this painting",bart_2,4773
12893,"I am not sure what is going on here but it looks like a ghost",t5_1,4773
12894,"I am afraid that the angels are going to attack the man",t5_2,4773
12895,"how the butterfly is painted&DARKGREY#GREY#DARKGREY#GREY#DARKGREY scary",FST,4773
12896,"Colors are calming and the scene is peaceful",bart_1,4774
12897,"Love the colors of the trees and the water looks calm",bart_2,4774
12898,"I like the way the colors are drawn and the scene is very peaceful",t5_1,4774
12899,"I like the contrast of the black and white in this painting",t5_2,4774
12900,"the way the bear is looking&GREY#GREY#GREY#DARKGREY#GREY pleasing",FST,4774
12901,"Woman is relaxing on the porch in a peaceful setting",bart_1,4775
12902,"Like the way the woman is looking at the man's face",bart_2,4775
12903,"I like the way the woman is holding her dog in the water",t5_1,4775
12904,"I like the way the woman is holding her dog",t5_2,4775
12905,"&TAN#DARKGREY#DARKGREY#BROWN#GREY pleasing",FST,4775
12906,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,4776
12907,"Do not know what I am looking at but it is interesting to look at",bart_2,4776
12908,"I am not sure what is going on here but it looks like a painting of a wall",t5_1,4776
12909,"I am confused by this painting because it looks like a picture of a house in the middle of nowhere",t5_2,4776
12910,"i don't get what the artist wanted to say here",FST,4776
12911,"Painting is very detailed and the colors are so bright it makes me want to be there",bart_1,4777
12912,"Love the use of colors and shapes in this painting",bart_2,4777
12913,"I love the way the colors are painted",t5_1,4777
12914,"I love the colors and the way they are painted",t5_2,4777
12915,"the way the plate is looking&LIGHTGREY#GREY#GREY#DARKGREY#DARKGREY is amazing",FST,4777
12916,"Painting makes me feel confused because I do not know what it is supposed to be",bart_1,4778
12917,"Am disappointed by the lack of details in the drawing and the lack to detail on the faces",bart_2,4778
12918,"I am not sure what is going on here but it looks like a picture of a painting",t5_1,4778
12919,"I am confused as to what this painting is supposed to be",t5_2,4778
12920,"i don't get what the artist wanted to say here",FST,4778
12921,"Man looks like he is in pain and the woman looks scared of him",bart_1,4779
12922,"Looks like the people in the painting are scared of what is behind them",bart_2,4779
12923,"I feel fear because there are so many people in the dark room that they look like they are going to die",t5_1,4779
12924,"I feel fear because the people in the painting look like they are going to kill someone",t5_2,4779
12925,"the way the plate is looking&DARKGREY#LIGHTGREY#GREY#DARKGREY#GREY is scary",FST,4779
12926,"Colors are calming and the shapes look like they are relaxing",bart_1,4780
12927,"Love the colors and the way they are painted it is very peaceful",bart_2,4780
12928,"I like the way the colors are drawn and the shapes are very bright",t5_1,4780
12929,"I like the way the artist painted the flowers in this painting",t5_2,4780
12930,"how the mushroom is looking&GREY#GREY#LIGHTGREY#DARKGREY#TAN pleasing",FST,4780
12931,"Black and white painting looks like a scary place to be",bart_1,4781
12932,"Looks like a storm is coming and it is going to destroy the landscape",bart_2,4781
12933,"I am not sure what is going on here but it looks like a ghost",t5_1,4781
12934,"I am afraid that this is a monster",t5_2,4781
12935,"how the plain is painted&DARKGREY#DARKGREY#GREY#GREY#DARKGREY makes me scared",FST,4781
12936,"Colors are calming and the scene is peaceful",bart_1,4782
12937,"Love the snow on the ground and the water looks calm",bart_2,4782
12938,"I like the way the colors are drawn and the animals look very realistic",t5_1,4782
12939,"I like the way the artist painted the painting",t5_2,4782
12940,"how the bear is painted&GREY#GREY#DARKGREY#GREY#GREY pleasing",FST,4782
12941,"Painting is boring and the colors are bland",bart_1,4783
12942,"Am disappointed by the lack of detail in the drawing and the lack on the face",bart_2,4783
12943,"I am not sure what is going on here but it looks like a ghost",t5_1,4783
12944,"I am not sure what this painting is supposed to be",t5_2,4783
12945,"i don't get what the artist wanted to say here",FST,4783
12946,"Painting is very detailed and the people are all gathered together to watch the animals play",bart_1,4784
12947,"Am amazed by the way the artist was able to capture the movement of the water",bart_2,4784
12948,"I love the way the colors are painted and the scene is very realistic",t5_1,4784
12949,"I love the detail in this painting it looks like a picture of a man and woman",t5_2,4784
12950,"how the plate is painted&DARKGREY#GREY#LIGHTGREY#GREY#LIGHTGREY is amazing",FST,4784
12951,"Scene is peaceful and the people are enjoying themselves",bart_1,4785
12952,"Love the colors and the way the people are gathered around it makes me feel content",bart_2,4785
12953,"I like the way the man is holding his hand",t5_1,4785
12954,"I like the way the people are looking at the angels",t5_2,4785
12955,"the way the plate is painted&LIGHTGREY#DARKGREY#TAN#GREY#GREY pleasing",FST,4785
12956,"Man looks like he is being tortured by a demon",bart_1,4786
12957,"Looks like a ghost and I feel fear for the people who may be dead",bart_2,4786
12958,"I am not sure what is going on here but it looks like a monster",t5_1,4786
12959,"I feel fear because the man looks like he is about to kill someone",t5_2,4786
12960,"how the lion is looking&LIGHTGREY#GREY#GREY#DARKGREY#GREY is creepy",FST,4786
12961,"Black and white painting looks like a scary place to be",bart_1,4787
12962,"Looks like a black and white painting with no color or structure to it",bart_2,4787
12963,"I am not sure what is going on here but it looks like a ghost",t5_1,4787
12964,"I am afraid that the man is going to kill someone",t5_2,4787
12965,"how the plate is painted&LIGHTGREY#GREY#DARKGREY#GREY#GREY makes me scared",FST,4787
12966,"Black and white painting looks like a scary place to be",bart_1,4788
12967,"Looks like a ghost and I fear for the people in this painting",bart_2,4788
12968,"I am not sure what is going on here but it looks like a storm is coming",t5_1,4788
12969,"I feel fear because it looks like a storm is coming",t5_2,4788
12970,"it's scary the way the flatfish is looking&DARKGREY#GREY#DARKGREY#GREY#NAVY",FST,4788
12971,"Colors are calming and the scene is peaceful",bart_1,4789
12972,"Love the colors and the way the tree is painted",bart_2,4789
12973,"I like the way the colors are drawn and the animals look very realistic",t5_1,4789
12974,"I like the way the colors are blended together",t5_2,4789
12975,"&LIGHTGREY#GREY#GREY#GREY#DARKGREY pleasing",FST,4789
12976,"Black and white painting looks like a scary place to be",bart_1,4790
12977,"Looks like a black and white painting with no color to highlight it",bart_2,4790
12978,"I am not sure what is going on here but it looks like a ghost",t5_1,4790
12979,"I am afraid that the man is going to kill someone",t5_2,4790
12980,"it's scary the way the snake is painted&TAN#TAN#GREY#DARKGREY#DARKGREY",FST,4790
12981,"Black and white painting looks like a scary place to be",bart_1,4791
12982,"Looks like a ghost and I fear for the person who is going to hurt her",bart_2,4791
12983,"I am not sure what is going on here but it looks like a ghost",t5_1,4791
12984,"I am afraid that the man is going to kill someone",t5_2,4791
12985,"the way the bear is painted&DARKGREY#DARKGREY#GREY#TAN#DARKGREY makes me fearful",FST,4791
12986,"Colors are calming and relaxing",bart_1,4792
12987,"Love the colors and the way they all blend together",bart_2,4792
12988,"I like the way the colors are drawn and the shapes are very realistic",t5_1,4792
12989,"I like the way the colors are blended together",t5_2,4792
12990,"the way the plate is painted&GREY#GREY#GREY#LIGHTGREY#GREY makes me content",FST,4792
12991,"Colors are calming and the scene is peaceful",bart_1,4793
12992,"Love the colors and the way they all blend together",bart_2,4793
12993,"I like the way the colors are painted and the shapes are very realistic",t5_1,4793
12994,"I like the colors and shapes in this painting",t5_2,4793
12995,"it's pleasing to look at the way the skyscraper is painted&TAN#TAN#BROWN#GREY#GREY",FST,4793
12996,"Painting makes me feel confused because I do not know what the artist is trying to convey",bart_1,4794
12997,"Do not know what I am looking at but it looks like a bunch of random shapes and colors thrown together",bart_2,4794
12998,"I am not sure what is going on here but it looks like a bunch of different shapes and colors",t5_1,4794
12999,"I am not sure what this painting is supposed to be",t5_2,4794
13000,"i'm confused about this artwork",FST,4794
13001,"Colors are calming and relaxing to look at",bart_1,4795
13002,"Love the colors and the way the trees are painted",bart_2,4795
13003,"I like the way the colors are drawn and the scene is very realistic",t5_1,4795
13004,"I like the colors and the way they blend together",t5_2,4795
13005,"the way the plain is looking&LIGHTGREY#GREY#GREY#GREY#GREY makes me happy",FST,4795
13006,"Scene is peaceful and relaxing the colors are calming",bart_1,4796
13007,"Love the colors and the way the trees are painted",bart_2,4796
